,Respondent,Redis,MariaDB,Elasticsearch,SQL Server,Google Cloud Storage,PostgreSQL,Apache Hive,Neo4j,MongoDB,IBM Db2,Amazon DynamoDB,Amazon RDS/Aurora,Google BigQuery,MySQL,Cassandra,Oracle,Memcached,Amazon Redshift,Apache HBase,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",SQLite
45993,65216,,,1,,,1,,,,,,,,,,,,1,,,
45994,65217,,,,,,1,,,,,,,,,,,,,,,
45995,65218,,,,,,,,,,,,,,1,,,,,,,
45996,65219,,,,1,,,,,,,,,,1,,,,,,,
45997,65220,,,,1,,,,,,,,,,,,,,,,,
45998,65221,,,,,,,,,,,,,,1,,,,,,,
45999,65222,1,1,,1,,,,,,,,1,,1,,,,,,,
46000,65223,,1,1,,,1,,,1,,,,,1,,,,,,,1
46001,65226,,,,,,1,,,,,,,,,,,,,,,
46002,65229,,,,,,1,,,1,,,,,1,,,,,,,1
46003,65230,1,,,1,,1,,,,,,1,,1,,,,,,,1
46004,65232,,,,,,,,,,,,,,,,,,,,,
46005,65235,,,,,,,,,,,,,,1,,,,,,,
46006,65236,,,,,,1,,,1,,,,,,,,,,,,
46007,65237,,,,,,,,,,,,,,,,,,,,,
46008,65238,,,,,,,,,,,,,,1,1,,,,,,
46009,65239,,,,,,1,,,,,,,,,,,,,,,
46010,65241,1,1,,,,1,,,,,,,,,,,,,,,
46011,65242,,,1,,,1,,,,,,,,,,,,,,,
46012,65243,,,,,,,,,,,,,,,,,,,,,
46013,65244,,,,,,1,,,,,,,,1,,,,,,,
46014,65245,,1,,,,1,,,1,,,,,1,,,,,,,
46015,65248,,,,,,,,,,,,,,,,,,,,,
46016,65250,,,,,,,,,,,,,,,,,,,,,
46017,65251,,,,1,,1,,,1,,,,,1,1,,,,,,1
46018,65252,1,1,,,,1,,,,,,,,1,,,,,,,
46019,65254,,,,,,,,,,,,,,,,,,,,,
46020,65255,1,1,,,,,,,,,,,,,,,,,,,
46021,65256,,,,,,,,,,,,,,,,,,,,,
46022,65257,,,,,,,,,,,,,,1,,,1,,,,1
46023,65258,,,,1,,,,,,,,,,,,,,,,,
46024,65259,,,,,,,,,,,,,,,,,,,,,
46025,65260,,,,1,,,,,,,,,,,,,,,,,
46026,65261,,,,,,,,,,,,,,1,,,,,,,
46027,65262,,,,,,,,,1,,,,,,,,,,,,
46028,65263,1,,,,,,,,1,,,,,1,,,,,,,
46029,65265,,,,,,,,,,,,,,1,,,,,,,
46030,65267,1,,,,,1,,1,1,,,,,1,,,,,,,1
46031,65270,,,,,,1,,,1,,,,,,,,,,,,
46032,65271,1,,,,,1,,,1,,,,,,,,,,,,1
46033,65272,1,,1,,,1,,,1,,,,,1,,,,,,,
46034,65275,,,,,,,,,,,,,,,,,,,,,
46035,65276,,,,,,,,,,,,,,,,,,,,,
46036,65282,,,,,,,,,,,,,,,,,,,,,
46037,65283,,,,,,1,,,,,,,,,,,,,,,
46038,65284,,,,,,,,,,,,,,,,,,,,,
46039,65285,,,,1,,,,,,1,,,,,,,,,,,
46040,65287,,,,,1,,,,,,,,,1,,,,,,,
46041,65288,,,,,,1,,,,,,1,,1,,,,1,,,
46042,65290,,,1,1,,1,,,,,,,,1,,,,,,,
46043,65293,,,,,,,,,,,,,,,,,,,,,
46044,65295,,,,1,,1,,,,,,,,,,,,,,,
46045,65296,,,,,,,,,,,,,,,,,,,,,
46046,65299,,,,,1,,,,,,,,,,,,,,,,
46047,65300,,1,,,,1,,,,,,,,1,,1,,,,,1
46048,65301,,,,,,,,,,,,,,,,,,,,,
46049,65303,,,,,,,,,,,,,,,,,,,,,
46050,65305,,,,1,,1,,,,,,,,1,,,,,,1,
46051,65307,,,,1,,,,,,,1,1,,1,,,,,,,
46052,65308,,,,1,,,,,,,,,,1,,,,,,,
46053,65309,,,,,,1,,,1,,,,,,,,,,,,
46054,65310,,,,,,,,,,,,,1,1,,,,,,,
46055,65312,,,,1,,,,,1,,,,,,,,,,,,
46056,65313,1,,1,,,1,1,,1,,1,1,1,1,,1,,1,,,1
46057,65316,,,,,,,,,,,,,,,,,,,,,
46058,65317,,,,,,,,,,,,,,,,,,,,,
46059,65318,,1,,1,,,,,,,,,,1,,,,,,,
46060,65320,1,,1,,,1,,1,,,1,,,1,,,,1,,,
46061,65321,,,,,,,,,,,,,,,,,,,,,
46062,65322,1,,,,,1,,,,,,,,1,,,1,,,,
46063,65323,,,,,,,,,,,,,,,,,,,,,
46064,65324,,,,1,,,,,,,,,,,,,,,,,
46065,65325,,,,1,,,,,,,,,,,,,,,,1,
46066,65331,1,,,,,,,,,,,,,,,,,,,,
46067,65332,1,,,1,,,,,1,,,,,1,,1,,,,,
46068,65333,,,,1,,1,,,,,,,,1,,,,,,,
46069,65334,,,,1,,,,,,,,,,,,,,,,,
46070,65338,,,,,,,,,,,,,,,,,,,,,
46071,65339,,,,,,,,,,,,,,,,,,,,,
46072,65341,,,,,,,,,,,,,,1,,,,,,,
46073,65342,,,,,,,,,,,,,,,,1,,,,,
46074,65343,,,,,,,,,,,,,,1,,,,,,,
46075,65344,,,1,,,1,,,,,,,,1,,,,1,,,
46076,65345,,,,,,1,,,1,,,,,,,1,,,,,
46077,65346,,,,1,,,,,,,,,,,,,,,,,
46078,65347,,,,,,,,,,,1,,,,,,,,,,1
46079,65348,,1,,1,,1,,,,,,,,1,,,,,,,
46080,65349,,,,,,,,,,,,,,,,,,,,,
46081,65350,,1,,,,,,,,,,,,1,,,,,,,
46082,65354,,,,,,,,,,,,,,1,,,,,,,
46083,65355,,,,1,,,,,,,,,,1,,,,,,,
46084,65356,1,1,,,,,,,,,,,,1,,,,,,,
46085,65357,,,,,,,,,,,,,,1,,1,,,,,
46086,65358,,,,,,,,,,,,,,,,,,,,,
46087,65359,1,1,1,1,,,,,,,,,,1,,1,1,,,,1
46088,65362,,,,1,,1,,,,,,,,1,,,,,,,
46089,65364,1,,1,,,,,,,,,,,1,,1,,,,,
46090,65365,,,,,,,,,,,,,,,,,,,,,
46091,65367,,1,,,,,,,,,,,,1,,,,,,,
46092,65368,,,,,,,,,,,,,,,,1,,,,,
46093,65369,,,,1,,,,,,,,,,,,,,,,,
46094,65370,,,,,,1,,,,,,,,,,,1,,,,
46095,65372,,,,,,,,,,,,,,,,,,,,,
46096,65375,,,,,,,,,,,,,,1,,,,,,,
46097,65376,,1,,,,,,,1,,,,,1,,,,,,,
46098,65377,,,,1,,,,,,,,,,,,,,,,,
46099,65378,,,,,,1,,,,,,,,1,,,,,,,
46100,65380,1,,,,,,,,,,,1,,1,,,,,,,
46101,65381,1,,,,,1,,1,,,1,,,,,,,,,,1
46102,65382,,,,,,,,,,,,,,,,,,,,,
46103,65383,,1,,,,,,,,,,,,1,,,,,,,
46104,65385,1,,,,,1,,,,,,,,,,,,,,,
46105,65387,1,,,,1,1,,1,1,,,1,,1,,,,,,,
46106,65388,,,,,,,,,,,,,,,,,,,,,
46107,65389,,,,1,,1,,,1,,,,,1,,,,,,,
46108,65390,,,,1,,,,,,,,,,1,,,,,,,
46109,65391,,,,,,,,,,,,,,,,,,,,,
46110,65392,,,,,,,,,1,,,,,,,,,,,1,
46111,65393,1,,1,,,,,,1,,,,,,,,,,,,
46112,65394,,,,,,1,,,,,,,,1,,,,,,,
46113,65395,,,,1,,,,,,1,,,,,,1,,,,,
46114,65396,,,1,1,,,,,,,1,1,,1,,,,,,1,
46115,65397,,,,1,,,,,1,,,,,1,,,,,,,
46116,65398,,,1,,,1,,,,,,,1,,,,,,,,
46117,65399,,,,,,,,,,,,,,,,,,,,,
46118,65400,,,,1,,,,,,,,,,1,,,,,,,
46119,65401,,,1,1,,1,,,1,,,,,1,,1,,,,,1
46120,65402,,,,,,1,,,,,,,,,,,,,,,1
46121,65403,,1,,,,,,,1,,,,,1,,,,,,,
46122,65405,,,,,,,,,,,,,,,,,,,,,
46123,65407,,,,,,,,,,,,,,,,,,,,,
46124,65409,,,,1,,,,,,,,,,,,,,,,,
46125,65410,,,,,,,,,,,,,,1,,,,,,,
46126,65412,1,,,,1,1,,1,1,,1,,,1,1,,,,,,1
46127,65413,,,,1,,,,,1,,,,,,,,,,,,
46128,65416,,,1,,,,,,,,,,,1,,,,,,,1
46129,65417,,,,,,,,,,,,,,,,,,,,,
46130,65421,,,,,,,,,,,,,,,,,,,,,
46131,65422,,,,,,,,,,,,,,,,,,,,,
46132,65423,,,,,,,,,,,,,,,,,,,,,
46133,65425,,,,,,,,,,,,,,,,,,,,,
46134,65426,1,,,,,,,,,,,1,,1,,,,,,,
46135,65427,,,,1,,,,,,,,,,,,,,,,,
46136,65428,,1,,1,,,,,1,,,,,1,,,,,,,
46137,65430,,,1,,,,,1,,,,,,1,,,,,,,
46138,65432,,,1,1,,,,,1,,,,,1,,,,,,,
46139,65434,,,,1,,,,,,,,,,1,,,,,,,
46140,65435,,,,,,,,,,,,,,,,,,,,,
46141,65436,,,,,,,1,,1,,,,,,,,,,,,
46142,65437,1,,1,1,1,1,,,1,,,,,,,1,,,,,1
46143,65438,,,,1,,,,,,,,,,,,,,,,1,
46144,65439,,,,1,,,,,,,,,,,,,,,,,
46145,65440,,,,,,1,,,,,,,,,,1,,,,,
46146,65441,,,,,,,,,,,,,,,,,,,,,
46147,65443,,,,,,,,,,,,,,,,,,,,,
46148,65444,,,,,,,,,,,,,,,,,,,,,
46149,65445,,,,,,,,,,,,,,1,,,,,,,
46150,65446,,,,,,1,,,,,,,,,,,,,,,1
46151,65447,,,,,,,,,,,,,,,,1,,,,,
46152,65450,,,,,,,,,,,,,,1,,,,,,,
46153,65451,,,,,,,,,,,,,,1,,,,,,,
46154,65452,,,,1,,1,,,,,,,,1,,1,,,,,1
46155,65453,,,,1,,,,,,,,1,,1,,,,,,,
46156,65455,,,,1,,,,,,,,,,1,,1,,,,,1
46157,65456,,,,1,,,,,,,,,,,,,,,,1,
46158,65457,,,,,,1,,,,,,1,,,,,,,,,
46159,65459,,,,,,,,,,,,,,,,,,,,,
46160,65460,,,,,,,,,,,,,,,,,,,,,1
46161,65462,,,,,,,,,,,,,,,,,,,,,
46162,65465,,,1,,,,,,,,,,,1,,,,,,,1
46163,65466,1,1,,,,1,,,1,,,,,1,,,1,,,,
46164,65468,,1,,1,,,,,,,,,,1,,,,,,,1
46165,65469,1,,,1,1,,,,,,,,,1,,1,,,,1,1
46166,65473,,,,,,,,,,,,,,,,,,,,,
46167,65474,,,1,,,,,,,,1,,,,,1,,,,,
46168,65475,,,,,,,,,1,,,,,1,,,,,,,1
46169,65476,,,,1,,,,,,,,,,,,,,,,,
46170,65477,,,,,,1,,,,,,,,1,,,,,,,
46171,65478,,,,1,,,,,,,,,,,,,,,,,
46172,65479,,,,,,,,,,,,,,,,,,,,,
46173,65480,,,,,,1,,,1,,,,,1,,1,,,,,1
46174,65481,,,,,,1,,,,,,,,1,,,,,,,
46175,65484,,,,,,,,,1,,,,,,,,,,,,
46176,65485,,,,,,,,,,,,,,,,,,,,,
46177,65486,,,,1,,,,,,,,,,,,,,,,,
46178,65487,,,,,,,,,,,,,,,,,,,,,
46179,65488,,,,1,,,,,,,,,,1,,,,,,,1
46180,65489,1,,1,,,1,,,,,,,,,,,,,,,
46181,65490,,,,1,,,,,,,,,,,,,,,,,
46182,65492,,,,,,1,,,,,,,,,,,,,,,
46183,65493,,,,,,,,,,,,,,,,,,,,,
46184,65495,,,,,,,,,,,,,,,,1,,,,,
46185,65496,,,,1,,,,,,,,,,,,,,,,,
46186,65498,,,,,,,,,,,,,,,,,,,,,
46187,65499,,,,,,,,,,,,,,,,,,,,,
46188,65500,,,,,,,,,,,1,,,,,,,,,,
46189,65501,,,,1,,,,,,,,,,,,,,,,,
46190,65503,,,1,1,1,1,,,1,,,,,1,,1,,,,1,1
46191,65504,,,,,,,,,,,,,,,,,,,,,
46192,65505,,,,,,,,,,,,,,,,,,,,,
46193,65506,,,,,,,,,,,,,,,,,,,,,
46194,65507,,,,,,,,,,,,,,,,,,,,,
46195,65508,,,1,,,,1,,,,,,,1,,,,,1,,
46196,65509,1,,,1,,,,,,,1,,,,,,,,,1,
46197,65510,,,,,,1,,,,,,,,,,,,,,,
46198,65514,,,,1,,,,,1,,,,,,,1,,,,,
46199,65515,,,,,,,,,,,,,,1,,,,,,,
46200,65518,1,,,,,,,,1,,,,,,,,,,,,
46201,65519,,,,,,,,,,,,,,,,,,,,,
46202,65520,1,,,,,1,,,1,,,,,1,,,,,,,
46203,65523,,,,1,,,,,,,,,,,,1,,,,,
46204,65524,,,,,,,,,,,,,,,,,,,,,1
46205,65525,,,1,1,,1,,1,1,,,,,,,,,,,,
46206,65526,,,,,,,,,,,,,,,,,,,,,
46207,65527,1,,1,,,1,,,1,,,,,,,,,,,,
46208,65528,,,1,1,,,1,,,,,1,,1,,,1,,,1,
46209,65531,,,,1,,1,,,,,,,,,,,,,,,1
46210,65532,1,,,1,,,,,1,,1,1,,1,,,1,,,,
46211,65534,,,,,1,1,,,1,,,,,,,,,,,,
46212,65535,,,,,,,,,,,,,,,,,,,,,
46213,65536,,,,1,,,,,,,,,,1,,,,,,1,
46214,65537,,,,1,,,,,1,,,,,,,,,,,,
46215,65538,,,,,,,,,,,,,,,,,,,,,
46216,65539,,,,,,,,,,,,,,,,,,,,,
46217,65540,,,,,,,,,,,,,,,,,,,,,
46218,65541,,,,,,,,,,,,,,,,,,,,,
46219,65543,,,,1,,,,,1,,,,,,,,,,,1,
46220,65544,,,,,,,,,,,,,,,,,,,,,
46221,65545,,,1,1,,1,,,,,,,,1,,,,,,,
46222,65546,1,,1,,,1,,,,,,,,,1,,,,,,
46223,65547,,,,1,,1,,,,,,,,,,,,,,,
46224,65548,,,,,,,1,,,,,,,,,,,,,,1
46225,65549,,,,,,,,,,,,,,,,,,,,,
46226,65551,,,,,,,,,,,,,,,,,,,,,
46227,65552,,,,,,,,,,,,,,,,,,,,,
46228,65553,,1,,,,,,,,,,,,,,,,,,,
46229,65554,,,,,,,,,,,,,,,,,,,,,1
46230,65555,,,,1,,,,,,,,,,,,,,,,,
46231,65557,,,,1,,1,,,,,,,,,,,,,,1,
46232,65558,,,,,,,,,,,,,,,,1,,,,,
46233,65559,,,,,,,,,,,,,,1,,1,,,,1,
46234,65561,,,1,,,1,,,1,,,,,,,,,,,,1
46235,65562,,,,,1,1,,,1,,,,,1,,,1,,,,
46236,65563,,1,,,,,,,,,,,,1,,,,,,,
46237,65566,,,,,,1,,,,,,,,1,,,,,,,
46238,65567,,,,,,,,,,,,,,,,,,,,,
46239,65569,1,,,1,,,,,1,,,,,,,,,,,1,
46240,65570,,,,1,,,,,,,,,,,,,,,,,1
46241,65571,,,,,1,,,,,,,,,,,,,,,,
46242,65572,,,,1,1,,,,,,1,,,1,,,,,,1,
46243,65574,1,,,1,,,,,,,,,,1,,1,,,,,
46244,65576,1,,1,,,1,,,1,,,,,1,,,,,,,
46245,65578,,1,,1,,,,,,,,,,1,,,,,,,
46246,65579,,,,1,,,,,,,,,,1,,,,,,,
46247,65580,,,,,,,,,,,,,,,,,,,,,
46248,65581,,,,,,,,,,,,,,,,,,,,,
46249,65582,,,,,,,,,,,,,,1,,,,,,,
46250,65583,,,,,,,,,1,,,,,,,,,,,,
46251,65585,1,,,,,1,,,,,,,,1,,,,,,,1
46252,65586,,,,1,,,,,,,,,,,,,,,,1,
46253,65587,,1,,,,,,,1,,,,,1,,,,,,,
46254,65588,,,,,,,,,,,,,,1,,,,,,,1
46255,65589,,1,,1,,,,,,,,,,,,,,,,,
46256,65590,,,,,,,,,,,,,,,,,,,,,
46257,65591,,,,,,,,,,,,,,,,,,,,,
46258,65592,,,,,,,,,,,,,,,,,,,,,
46259,65593,,,,,,,,,,,,,,,,,,,,,
46260,65594,,,,,,,,,,,,,,,,,,,,,
46261,65595,1,1,1,,,1,,,1,,,,,1,,,1,,,,
46262,65596,,,,1,,,,,,,,,,,,1,,,,,
46263,65597,,,,1,,,,,,,,,,,,,,,,1,
46264,65599,1,1,1,,,1,,,,,,,1,1,,,,,,,
46265,65601,,1,1,,,,,,1,,,,,1,,,,,,,
46266,65602,,,,1,,,,,,,,,,1,,,,,,,
46267,65603,,,,,,1,,,,,,,,,,,,,,,
46268,65605,,,,1,,1,,,1,1,,,,1,,1,,,,,
46269,65606,,,,,,1,,,,,,,,,,,,,,,
46270,65608,1,,,,,,,,1,,1,,,1,,,1,,,,
46271,65610,,1,,,,1,,,,,,,,1,,,,,,,
46272,65611,,,,,,,,,,,,,,,,,,,,,
46273,65612,1,,,,,1,,,1,,,,,1,,,,,,,
46274,65613,,,,,1,,,,,,,,,,,,,,,,1
46275,65614,,,,1,,,,,,,,,,,,1,,,,,
46276,65615,,,,1,1,1,1,,1,,,,1,1,,,,,,,
46277,65616,,,,1,,,,,,,,,,,,,,,,,
46278,65617,,,,,,1,,,,,,,,,,,,,,,
46279,65618,1,,1,,,,,,1,,,,,1,,,,,,,
46280,65619,,,1,1,,,,,,,1,,,,,,,,,,
46281,65621,,,1,,,,1,,,,,,,1,,,,,,,
46282,65622,,,,,,,,,,,,,,,,,,,,,
46283,65625,,,,1,,,,,,,,,,,,,,,,,
46284,65626,,,,1,,,,,,,,,,,,,,,,1,
46285,65627,,,,1,,,,,,,,,,,,,,,,,
46286,65628,,,,,,,,,,,,,,,,,,,,,
46287,65630,,,,,,,,,,,,,,1,,,,,,,1
46288,65631,1,,,,,,,,,,,,,,,,,,,,
46289,65632,,,,,,1,,,1,,,,,,,,,,,,
46290,65633,,,,1,,,,,,,,,,,,,,,,1,
46291,65634,,,,,,,,,,,,,,1,,,,,,,
46292,65635,,,,1,,,1,,1,,,,,,,1,,,,,
46293,65636,,,,,,,,,,1,,,,,,1,,,,,
46294,65637,,,,,,,,,,,,,,,,,,,,,
46295,65638,,,1,1,,1,,,1,,1,1,1,1,,,,1,,,
46296,65639,,1,,,,,,,,,,,,1,,,,,,,1
46297,65640,,,,,,,,,,,,,,,,,,,,,
46298,65643,,,,1,,,1,,,1,,,,,,,,,1,,
46299,65644,,1,,,,1,,,,,,,,1,,,,,,,
46300,65645,,,,1,,,,,,,,,,,,,,,,,
46301,65646,,,,,,,,,,,,,,,,,,,,,
46302,65647,,,,,,1,,,,,,,,,,,,,,,
46303,65649,,,,1,,,,,,,,,,,,,,,,,
46304,65654,,,,1,,,,,,,,,,1,,,,,,,
46305,65656,,,,,,,,,,,,,,1,,,,,,,
46306,65658,,1,,,,,,,,,,,,,,,,,,,
46307,65659,,,,,,,,,1,,,,,,,,,,,,
46308,65661,,,1,1,,,,,1,,1,,,,,,,1,,,
46309,65662,,,,,,1,,,,,,,,1,,,,,,,
46310,65663,,,,,,,,,,,,,,,,,,,,,
46311,65665,,,,,,,,,,,,,,1,,,,,,,
46312,65666,,,,,,,,,,,,,,,,,,,,,
46313,65667,1,1,,,,1,,,,,1,1,,1,1,,,1,,,
46314,65669,1,,,,,1,,,,,,,,1,,,1,,,,
46315,65670,,,,1,,,,,,,,,,,,,,,,,
46316,65673,,,,1,,,,,,,,,,,,1,,,,,
46317,65674,,,,,,,,,,,,,,,,,,,,,
46318,65675,,,,1,,,,,,,,,,,,,,,,,
46319,65676,,1,,,,1,,,,,,,,1,,,,,,,1
46320,65677,,,,,,,,,,,,,,,,,,,,,1
46321,65679,,,,,,,,,1,,,,,,,,,,,,
46322,65680,,,,,,,,,,,,,,,,1,,,,,
46323,65682,,,,,,,,,,,,,,,,,,,,,
46324,65683,,,,1,,,,,,,,,,,,,,,,,
46325,65684,,,1,,,1,,,,,,,,,,,,,,,
46326,65685,,,,,,,,,,,,,,,,,,,,,
46327,65686,,,,,,,,,,,,,,,,,,,,,
46328,65687,1,1,1,,,1,,,,,,,,1,,,,,,,
46329,65688,,,1,,,1,,,,,,,,1,,,,,,,
46330,65689,,,,,,,,,,,,,,1,,,,,,,
46331,65690,,,,,,1,,,,,,,,1,,,,,,,
46332,65691,,,,,,1,,,,,,,,1,,1,,,,,
46333,65693,1,1,,1,,1,,,,,,,,1,,,,,,,1
46334,65694,,1,,,,1,,,1,,,1,,1,,,,,,,
46335,65695,1,,1,,,1,,,,,,,,,,1,,,,,
46336,65699,,,1,,,,,,1,,,,,1,,1,,,,,
46337,65701,,,,,,,,,,,,,,,,,,,,,
46338,65703,,,,,,,,,,,,,,,,,,,,,
46339,65704,,,1,1,,1,,,1,,,,,1,,1,,1,,,
46340,65705,,,,1,,,,,,,,,,1,,,,,,,
46341,65707,,,,,,,,,,,,,,,,,,,,,
46342,65710,1,,,,,,,,,,1,1,,1,,,,,,,
46343,65712,1,,1,,,,,,,,1,,,,,,1,,,,
46344,65713,,,,,,,,,,,,,,1,,,,,,,
46345,65714,,,,,,,,,,,,,,,,,,,,,
46346,65715,1,1,,,,1,,1,1,,,1,,1,,,,,,,
46347,65718,,,,,,,,,,,,,,,,,,,,,
46348,65719,,1,1,,,,,,,,,,,,,,,,,,
46349,65720,1,,,,,1,,,1,,,,,,,,,,,,
46350,65722,,,1,,,,,,,,,,,1,,,1,,,,
46351,65723,,,,,,,,,,,,,,,,,,,,,
46352,65724,,,,,,1,,,,1,,,,1,,,,,,,
46353,65725,,1,,1,1,,,,1,,,,,1,,,,,,,
46354,65728,,,,,,,,,,,,,,,,,,,,,
46355,65729,,,1,1,,,,,1,,,,,,,,,,,,
46356,65730,,1,,,,,,,,,,,,1,,,,,,,
46357,65731,,,,,,,,,,,,,,1,,,,,,,
46358,65732,,,,,,,,,,,,,,,,,,,,,
46359,65735,,,,,,1,,,,,,,,,,,,,,,1
46360,65736,,,1,1,,,,,,,,,,,,,,,,,
46361,65738,1,,1,,,,,,,,,,,1,,,,,,,
46362,65739,1,,,1,,1,,,,,,,,,,,1,,,,
46363,65740,,,,,,,,,,,,,,1,,,,,,,
46364,65743,,,,,,,,,,,,,,1,,,,,,,1
46365,65745,,,,1,,1,,,,,,,,,,,,,,,
46366,65747,,,,,,,,,,,,,,,,,,,,,
46367,65748,,1,,,,,,,,,,,,1,,,,,,,
46368,65749,,,,,1,,,,,,,,,,,,,,,,
46369,65754,,,,,,,,,,,,,,,,,,,,,
46370,65755,1,,1,,,,,,,,,1,,1,,,1,,,1,
46371,65756,,,1,,,1,,,1,,,,,1,,,,,,,
46372,65758,,,,,,,,,,,,,,,,,,,,,
46373,65759,,,,1,,,,,,,,,,,,,,,,,
46374,65760,,,,,,,,,,,,,,,,,,,,,
46375,65761,,,,,,,,,1,,,,,1,,,,,,,1
46376,65762,1,,,1,,1,,,1,,,,,1,,,,,,,
46377,65764,,,,,,,,,,,,,,,,,,,,,
46378,65765,,,,,,,,,,,,,,,,1,,,,,
46379,65766,,,,,,,,,,,,,,,,,,,,,
46380,65768,,,,,,,,,,,,,,,,1,,,,,
46381,65769,,,,,,,,,,,,,,,,,,,,,
46382,65771,,,,1,,,,,,,,,,1,,,,,,1,
46383,65773,,1,,1,,1,,,,,,,,1,,,,,,,
46384,65774,,,,,,1,,,,,,,,1,,,,,,,1
46385,65777,1,,,,,,,,,,,,,1,,1,,,,,1
46386,65779,,,,1,,,,,,,,,,,,,,,,,
46387,65780,,,,,,,,,,,,,,,,,,,,,
46388,65782,,,1,,,1,,,,,,,,,,,1,,,,
46389,65783,,,,1,,,,,1,,,,,1,,,,,,,
46390,65789,,,1,,,,,,1,,,1,,1,,,1,,,,
46391,65791,,,,1,,,,,,,,,,,,,,,,,1
46392,65792,,,,,,,,,,,,,,,,,,,,,
46393,65793,1,,,1,,,,,,,,,,,,,,,,1,
46394,65794,,,,,,,,,,,,,,,,,,,,,
46395,65796,,,,,,,,,,,,,,,,,,,,,
46396,65798,,,,,,,,,,,,,,,,,,,,,
46397,65800,,1,,1,,1,,,,,,,,1,,,,,,,1
46398,65802,,,,,,,,,,,,,,,,1,,,,,
46399,65803,,,,,,,,,,,,,,,,,,,,,
46400,65804,,,,,,1,,,,,,,,,,,,,,,1
46401,65805,,,,1,,,,,,,,,,,,,,,,,
46402,65806,,,,1,,1,,,,,,1,,1,,1,,,,,
46403,65807,1,1,,,,,,,1,,,,,1,1,,,,,,
46404,65808,,,,1,,,,,,,,,,,,,,,,1,
46405,65809,1,,1,,,,,1,1,,1,1,,1,,1,,,,,1
46406,65810,,,,,,,,,,,,,,,,,,,,,1
46407,65811,,1,,,,,,,,,,,,1,,,,,,,1
46408,65812,,1,,,,1,,,1,,,,,1,,,,,,,
46409,65814,,,,,,,,,,,,,,,,,,,,,
46410,65817,,,,,,,,,,,,,,,,,,,,,
46411,65818,,,1,,,1,,,,,,,,,,,,,,,
46412,65819,,,,,,,,,1,,,,,1,,,1,,,,
46413,65821,,,,1,,,,,,,,,,,,,,,,,
46414,65822,,,,,,,,,,,,,,1,,1,,,,,
46415,65824,,1,1,,,1,,,1,,,,,1,,,,,,,1
46416,65825,,,,,,1,,,1,,,,,,,,,,,,
46417,65826,,,,,1,,,,,,,,,,,,,,,,
46418,65827,1,,,,,,,,,,,,,,,,,,,,
46419,65828,1,,,1,,,,,,,,,,1,,,,,,,
46420,65829,,,,,,,,,,,,,,,,,,,,,
46421,65831,,1,,1,,,,,,,,,,1,,,,,,,
46422,65833,1,1,1,1,,,,,1,,,,,1,,,,,,,
46423,65834,,,,,,,,,,,,,,1,,,,,,,
46424,65835,,,,,,,,,,,,,,,,,,,,1,
46425,65836,,1,,,,,,,,,,,,1,,,,,,,
46426,65837,,,,,,,,,,,,,,,,,,,,,
46427,65839,,,,1,,1,,,,,,,,,,1,,,,,
46428,65842,,,,,,,,,,,,,,,,,,,,,
46429,65843,,,,,,,,,,,,,,1,,,,,,,
46430,65846,,,,,,,,,,,,,,,,,,,,,
46431,65847,,,,1,,1,,,,,,,,1,,,,,,1,
46432,65850,,,,,,,,,,,,,,1,,,,,,,1
46433,65851,,,,1,,,,,,,,,,,,,,,,1,
46434,65852,1,,1,,,,,,,,,,,1,,,1,,,,
46435,65853,,,,,,1,,,,,,,,,,1,,,,,
46436,65854,,,,,,,,,,,,,,,,,,,,,
46437,65856,,,,,,,,,,,,,,1,,,,,,,
46438,65859,,,,,,1,,,,,,,,1,,,,,,,
46439,65860,,1,,,,,,1,,,,,,1,,,,,,,
46440,65861,,,,,,,,,,,,,,,,,,,,,
46441,65862,1,,,,,1,,,1,,,,,,,,,,,,
46442,65863,,,,,,,,,,,,,,1,,,,,,,
46443,65864,,,,,,,,,,,,,,,,,,,,,
46444,65865,,,,1,,,,,,,,,,,,,,,,1,
46445,65867,,,,,,,,,,,,,,,,,,,,,
46446,65868,,1,,,1,1,,,1,,,,,1,,,,,,,
46447,65870,,,,,,,,,,,,,,,,,,,,,
46448,65871,,,,,,,,,,,,,,1,,,,,,,
46449,65873,,,,1,,,,,,,,,,1,,,,,,,
46450,65874,,,,,,,,,,,,,,,,,,,,,1
46451,65876,,,,1,,,,,,,,,,1,,,1,,,,
46452,65877,,,,,,1,,,,,,,,1,,,,,,,
46453,65878,,,,,,1,,,1,,,1,,,,,,,,,
46454,65879,,,,,,,,,,,,,,,,,,,,,
46455,65882,1,,,1,,,,,1,,,,,1,,,,,,,
46456,65883,,,,1,,,,,,,,,,1,,1,,,,,1
46457,65884,,1,,,,1,,,,,,,,1,,,,,,,
46458,65885,,,,1,,,,,,,,,,1,,,,,,,
46459,65886,,,,1,,,,,,,,,,,,,,,,,
46460,65887,,1,1,,,1,,,,,,,,1,,,,,,,
46461,65889,,1,,1,,1,,,1,,,,,1,,,,,,,1
46462,65891,,,,,,,,,,,,,,,,,,,,,
46463,65894,,,,,,,,,,,,,,,,,,,,,
46464,65896,,,,1,,,,,,,,,,,,,,,,1,
46465,65898,,,,1,,,,,,,,,,,,,,,,,
46466,65899,,,,1,,,,,,,,,,1,,,,,,,
46467,65900,1,,,1,,,,,,,,,,,1,1,,,,,1
