,Respondent,Engineering manager,QA or test developer,Designer,Mobile developer,System administrator,Game or graphics developer,Product manager,Data or business analyst,Educator or academic researcher,Marketing or sales professional,Back-end developer,Student,"C-suite executive (CEO, CTO, etc.)",DevOps specialist,Front-end developer,Database administrator,Data scientist or machine learning specialist,Embedded applications or devices developer,Desktop or enterprise applications developer,Full-stack developer
56676,80426,,,2,2,,,,,2,,2,2,,2,2,,,,,2
56677,80427,,,,,,,,,,,,2,,,,,,,,
56678,80428,,,,,,,,,,,2,,,,,,,,,
56679,80431,,,,,,,,,,,2,,,,2,,,,2,2
56680,80433,,,,,,,,,,,2,,,,2,2,,,,2
56681,80434,,,,,,,,,,,2,,,2,2,,,,,2
56682,80435,2,,,,,,2,,,,2,,,,,,,,2,
56683,80436,2,,,,,,,,,,2,,,,,,,,2,
56684,80437,,,,,2,,,,,,2,,,2,,,,,,
56685,80438,,,,,,,,,,,,2,,,2,,,,,
56686,80441,2,,,2,,,2,,,,2,,,2,2,,,,2,2
56687,80442,,,,,,,,,,,2,,,,,,,,2,2
56688,80444,2,,2,,,,,,,,2,2,,,2,,,2,2,2
56689,80446,,,,,,,,2,,,2,2,,,,2,2,,,
56690,80447,,,,,2,,,,,,,,,,,,,,,
56691,80451,,2,2,2,,,,,2,,2,,,,2,,,,,2
56692,80452,,,,2,,,,,,,,,,,2,,,,,
56693,80453,,,,,,,,,,,,,,,,,,,,2
56694,80454,,,,,,,,,,,2,,,,2,2,,,2,
56695,80455,,,,,2,,,,,,2,,,,,2,,,,
56696,80456,,,,,,,,,,,,,,,2,,,,,2
56697,80457,,,,,,,,,,,2,,,2,2,,,,,2
56698,80458,,,,2,,,,,,,2,,,,,,,,,
56699,80459,2,,2,,2,,,2,,,2,,,,,2,,,,2
56700,80460,2,,,,,,2,,,,2,,2,,2,2,,,,2
56701,80462,,,,,2,,,,,,,,,,,,,,,
56702,80464,,,,,,,,,,,2,2,,,,,2,,,2
56703,80465,,,,,,,,2,,,,,,2,,,,,,
56704,80469,,,,2,,,,,,,,,,,,,,,,
56705,80471,,,,,2,,,,,,,,,,,2,,,,
56706,80472,,,,,,,,,,,,,2,,,,,,,
56707,80473,,,2,,,,,,,,2,,,,,2,,,,2
56708,80475,,,,2,,,,,,,,,,,,,,,,
56709,80476,,,,,,,,,,,2,,,,2,,,,,2
56710,80477,,,,,,,,,,,2,,,,2,,,,,2
56711,80478,,,,,,,,,,,,,,,2,,,,,
56712,80479,,,,,,,,,,,,,,,,,,,,2
56713,80480,,,,2,,,,,,,2,,,,,,,,,
56714,80481,,,,,2,,,,,,2,,,2,2,2,,,,2
56715,80482,,,,,,,,,,,2,,,,,,,,,
56716,80483,,,,,,,,,,,2,,,,,,,,2,
56717,80485,,,,,,,,,,,,,,,2,,,,,
56718,80487,,,,,,,,,,,2,,,,,,,,,
56719,80488,,,,,,,,2,,,2,,,,2,,,,,2
56720,80489,,,,2,2,,,,,,2,,,2,2,,,,,2
56721,80490,,,2,,,,,,,,2,,,,2,,,,2,2
56722,80491,,,,,,,,,,,2,,,2,,,,,,
56723,80493,,,,2,,,,,,,,,,,,,,,,
56724,80494,,,,,,,,,,,,,,,,,,,,2
56725,80495,,,,,,,,,,,,,,,,,,,,2
56726,80498,,,,,,,,,,,2,,,,2,,,,,2
56727,80501,,,2,,,,,,,,,,,,2,2,,,,
56728,80502,,,2,,,,,,,,2,,,,2,,,,,
56729,80503,,,,,,,,,,,2,,,,2,,2,,,2
56730,80504,,,,,,,,,,,,,,2,,,,,,
56731,80505,,,,,,,,,,,,,,,,,,,,2
56732,80506,,,,,,,,,,,,,,,,,,,2,
56733,80507,,,,,,,,2,,,2,,,,2,2,,,,2
56734,80509,,,,2,,,,,,,,,,,,,,,,
56735,80511,,,,,,,,,,,2,,,,,,,,,
56736,80512,,,,,,,,,,,2,,,,,,,,,
56737,80513,,,2,,,,,,,,2,,,,,,,,,
56738,80514,,,,,,,,,,,2,,,,,,2,,,2
56739,80515,,,,2,,,,,,,2,2,,,2,,,,,2
56740,80516,,,,,,,,,,,2,,,2,2,,,,2,2
56741,80517,,,,,,,,,,,2,,,,,,,,,
56742,80518,,,,,,,,,,,2,,,,2,,,,,2
56743,80520,,,,,,,,2,,,2,,,,,2,,,,
56744,80521,,,,,2,,,,,,2,,,2,,,,2,,
56745,80523,,,2,,2,,,,,,2,,,,2,,,,2,
56746,80524,,,,2,,,,,,,,,,,,,,,,
56747,80525,,,,,,,,,,,,,,2,2,,,,,2
56748,80526,,,,,,,,,,,,,,2,,,,,,
56749,80527,,,,,,,,,,,2,,,2,,,,,,
56750,80530,,,,,,,,,,,,,,,,,,,,2
56751,80531,,,,,,,,,2,,2,2,,,2,,,,2,2
56752,80533,,,,,,,,,,,,,,,2,,,,,2
56753,80534,,,,,,,,,,,2,,,2,2,,,,,2
56754,80535,,,,,,,,,,,2,,,,,,,,,
56755,80536,,,,,,,,,,,2,,,,2,,,,,2
56756,80537,2,,,,,,,,,,2,,,,2,2,,,,2
56757,80538,,,,,,,,,,,2,,,,,,,,,
56758,80539,,,2,2,2,,,,,,2,,,,2,,,,,2
56759,80543,,,,,,,2,,,,2,,,,2,,2,,,2
56760,80544,,,,,,,,,,,2,,,,2,,,,,
56761,80545,,,,,,,,,,,2,,,,,,,,,
56762,80546,,,,,2,,,,,,2,,,,,,,,,2
56763,80547,,,,,,,,,,,,,,,2,,,,,
56764,80548,,,,,,,,,,,,,,2,,,,,,
56765,80549,,,,,,,,,,,,,2,,,,,,,
56766,80550,,,,,,,,,,,,,,,,,,,,2
56767,80551,,,,,,,,,,,2,,,,2,,,,,2
56768,80553,,,,,,2,,,,,,,,,,,,,2,
56769,80554,,,,,,,,,,,,2,,,,,,,,
56770,80556,,,,,,,,,,,,,,,,,,,,2
56771,80557,,,,,,,,,,,2,,,,2,,,,,2
56772,80558,,,,,,,,,,,2,,,2,2,,,,,2
56773,80559,,,,2,,,,,,,,,,,,,,,,
56774,80560,,,,,,,,,,,2,,,,,,,,,
56775,80561,,,,,2,,,,,,2,,,2,,,2,,,
56776,80562,2,,,2,,2,,,,,,,,,,,,,2,2
56777,80564,,,,2,,,,,,,,,,,,,,,,
56778,80565,,2,,,,,,,,,2,,,2,2,,,,,2
56779,80568,,,,,,,,,,,2,,,,,,,,2,
56780,80569,,,,2,,,,,,,2,,,2,,2,,,2,
56781,80571,,,,,,,,,,,2,,,,,,,,,2
56782,80572,,2,,,,,,,,,2,,,2,2,2,,,,2
56783,80573,,,,,,,,,,,2,,,,,,,,2,2
56784,80574,,,,,,,,,,,2,2,,,2,,,,,2
56785,80575,,,,,,,,,,,2,,,,2,,,,,2
56786,80579,,,,2,,,,,,,2,,,,2,,,,,2
56787,80581,,,,,,,,,2,,,,,,,,2,,,
56788,80582,,,,,,,,,,,2,,,,2,,,,,2
56789,80584,,,,2,,,,2,,,,,,,2,,,,,2
56790,80586,,2,,,,,,,,,2,,,,2,,,,2,2
56791,80587,,,2,,,,,,,,,2,,,,2,,,,2
56792,80588,,,,,,,,,,,,,,,2,,,,,
56793,80591,,,,,,,,,,,,,,,2,,,,,
56794,80592,,,,,,,,,,,,,,,,,,,,
56795,80594,,,,,,,,,,,,,,,,,,2,,
56796,80595,,,,,2,,2,2,,,2,,,,,,,,2,2
56797,80598,,,,,,2,,,,,,,,,,,,,,
56798,80599,,,,,,,,2,,,2,,,,2,,,,2,2
56799,80600,,,,,,,2,2,,,,,,,,,,,,
56800,80601,,,,,2,,,,,,2,,,,2,2,,,2,2
56801,80602,,,,,,,,,,,,,,,,,,,,2
56802,80603,,,,,,,,,,,2,2,,,,,,,,2
56803,80604,,,,,,,,,,,2,,,,2,,,,,2
56804,80605,,,,,,,,,,,2,,,,,,,2,,
56805,80606,,2,2,,2,,,2,,,2,2,,,2,,2,,2,
56806,80607,,,2,,,,,,,,2,,,,2,,,,,
56807,80608,2,,,2,,,2,,,,2,,,2,2,,,,2,2
56808,80609,,,,,,,,,,,2,,,,2,,,,,2
56809,80612,,,,,,,,,,,2,,,,2,,,,,2
56810,80613,,,,,,,,,,,,,,,,,,,,2
56811,80614,,,,,,,,,,,2,,2,2,,2,,,,
56812,80615,,,,,,,,,,,,,,,,,,,,2
56813,80617,,,,2,,,,,,,2,,,2,2,,,,,2
56814,80618,,,,,,,,,,,2,,,,,,,,2,2
56815,80619,,,,,,,,,,,,,,,,,,,2,
56816,80620,,,,,,,,,,,2,,,,,,,,,
56817,80621,,,,2,,,,,,,,2,,,,,,,,2
56818,80622,,,,2,,,,,,,2,,,2,2,,,,2,2
56819,80623,,,,,,,,,,,2,,,,,,,,2,
56820,80625,,,,2,,,,,,,,,,,,,,,,
56821,80626,,,,,,,,,,,2,,,,,,,,,
56822,80628,,2,2,2,2,,,,,,2,,,,2,2,,,,2
56823,80629,,,,,,,,,,,2,,,,2,,,,,
56824,80630,2,,,,,,,,,,,,2,,,,,,,
56825,80631,,,2,,,,,,,,2,,,,,,,,,2
56826,80632,,,2,,,,,,,,,2,,,2,,,,,
56827,80633,,,,2,2,,,,,,,,,2,,,,,,2
56828,80634,,2,,,,,,,,,2,,,,2,,2,,,2
56829,80635,,,,,,,,,,,2,,,,,,,,,
56830,80637,,,,2,,,,,,,,,,,,,,,,2
56831,80638,,,,,,,,,,,2,,,,2,,,,,2
56832,80639,,,,,,,,,,,,,,,,,,,,2
56833,80640,,,,,,,,,,,,,,,2,,,,,
56834,80642,,,,,,,,,,2,,,,,,,,,,
56835,80643,2,,,,,,,,,,2,,,,,,,,2,2
56836,80644,,,,,2,,,,,,,,2,,,2,,,,2
56837,80645,,,,,,,,,,,,,,,,,,,,2
56838,80647,,,,,,,,2,,,,,,,,,2,,,
56839,80648,,,,,,,,,,,,,,,,2,,,,
56840,80650,,,,,,,,,,,2,,,,2,,,,2,2
56841,80651,,,,,,,,,,,2,,,,2,,,,,2
56842,80652,,,,2,,,,,,,2,,,,2,,,,,2
56843,80653,,,2,,,,,2,2,,2,,,,2,,,,2,
56844,80654,,,,,,,,,,,2,,,,,,,,,
56845,80655,,,,2,,2,,2,,,2,2,,,,,,,,
56846,80656,,,,,,,,,,,,,,,,,,,,2
56847,80657,,,,,,,,,,,2,,,,,,,,,
56848,80658,,,2,2,,,,,,,2,,,,2,,,,,2
56849,80659,,,,,,,,2,,,,,,,,,,,,
56850,80660,,2,,,,,,,2,,2,,,2,2,,,,,2
56851,80661,,,,2,2,2,,,,,2,,,2,2,2,,,,2
56852,80663,,2,,,,,,,,,2,,,,,,,,,2
56853,80664,,,2,,,,,,,,2,2,,,2,,,,,2
56854,80665,,,,2,,,,,,,2,,,,2,2,,,,2
56855,80668,,,,,,,,,,,2,,,2,,,,,,
56856,80669,,,2,,,,,,,,2,,,,,,,,2,
56857,80670,,,,2,,,,,,,,,,,,,,2,,
56858,80673,,,,,,,,,,,2,,,,,2,,,2,2
56859,80674,,,,,2,,,,,,,,,2,,,,,,
56860,80675,,2,,,,,,,,,2,,,,,,,,2,
56861,80676,,,,2,2,2,,,,,2,2,,2,2,,,,2,2
56862,80677,,,,,,,,,,,2,,,,,,,,,
56863,80678,,,,2,,,,,,,,,,,,,,,,
56864,80679,,,,,,,,,,,,,,,,,2,,,
56865,80680,,,,,,,,,,,,2,,,,,,,,
56866,80681,,,,,,,,,,,2,,,,2,,,,,
56867,80682,,,,,,,,,,,,,,,,,,,,2
56868,80685,,,,,,,,,,,2,,,,2,2,,,,2
56869,80686,,,,,,,,,,,,,,,,,2,,,
56870,80688,,,,2,,,,,,,2,,,,2,,,,,2
56871,80689,,,,,,,,,,,2,,,,,,,,,
56872,80690,,,,,2,,,,,,2,2,,,,,,,,
56873,80691,,,,,2,,,,,2,2,,,2,2,2,,,,2
56874,80692,,,,,,,,,,,,2,,,,,,,2,
56875,80693,,,,,2,,,,,,2,,,,2,2,,,2,
56876,80694,,,,,,,,,,,2,,,,,,,,,2
56877,80695,,,,,,,,,,,2,,,,2,,,,,2
56878,80696,,,2,,,,,,2,,,,,,,,2,,,2
56879,80697,2,,,,,,2,,,,,,,,,,,,,2
56880,80698,,,,,,,,,,,2,,,,,,,,,
56881,80699,,,,,,,,,,,2,,,2,,,,,2,2
56882,80701,,,,,,,,,,,,,,,2,,,,,
56883,80702,,,,2,,,,,,,2,,,,,,,,,2
56884,80703,,,,,,,2,,,,2,,,,,2,,,,2
56885,80704,,,,2,,,,,,,,,,,,,,,,
56886,80705,,,2,,,,,,,,2,,,,,,,,,2
56887,80706,,,,,2,,,,,2,2,,,2,2,2,,,,2
56888,80707,,,,,,,,,,,,,,,,,,,2,
56889,80709,,,,,2,,,,,,2,,,2,2,2,,,2,2
56890,80710,,,,2,,,,,,,2,,,,,,2,,,2
56891,80711,2,,,2,,,,,,,2,,,,2,,,,2,2
56892,80712,,2,,,,,,,,,,,,,,,,,2,
56893,80713,,,,,2,,,,,,2,,,,2,,,,,2
56894,80717,2,,,2,,,,,,,2,,,,2,,,,2,2
56895,80718,,2,2,2,2,,2,2,,,2,,,2,2,2,2,,,2
56896,80719,,,,,,,,,,,,,,,2,,,,,2
56897,80720,,,,,,,,,,,2,2,,,,,2,,,2
56898,80722,,,,,,,,,,,2,,,,2,,,,,2
56899,80723,,,,2,,,,,,,2,,,,2,,,,,2
56900,80724,,,,,,,,,,,,,,2,,,,,,2
56901,80725,,2,,,,,,,,,2,2,,,,,,,,
56902,80729,,,,,,,,,,,,,,,,,,,,2
56903,80731,2,,,,,,2,,,,,,,,,,,,,
56904,80732,,,,,2,,,,,,2,,,,,,,,,2
56905,80733,,,,,,,,,,,2,,,,2,,,,,2
56906,80734,,,2,,,2,,,,,2,,,,,,,,2,2
56907,80735,,,2,,,,,,,,2,,,,2,,,,,2
56908,80736,,,,,2,,,,,,2,,,,2,,2,,,
56909,80737,2,,,2,,,,,,,2,,,2,2,,,,,2
56910,80738,,,,2,,,2,,,,2,,,,2,,,,2,
56911,80739,,,,,,,,,,,2,,,,2,,,,,
56912,80743,,,2,,,,,,,,,,,,,,2,,,
56913,80745,,,,,,,,,,,,,,,2,,,,,
56914,80746,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
56915,80747,,,,,2,,,,,,2,,,,,2,,,,2
56916,80748,,,2,2,,,,,,,2,,,,2,,,,,2
56917,80750,,,,,,,,,,,,,,,2,,,,,2
56918,80751,,,,,2,,,2,,,2,,,,,2,,,,2
56919,80753,,,,,,,,,,,2,,,,2,,,,,
56920,80754,2,,,2,2,,,2,,,2,,2,2,,2,2,,2,2
56921,80756,,,,,,,,,,,,,,,2,,,,,2
56922,80757,,,,2,,,,,,,2,,,,,2,,,2,2
56923,80760,,,,,,,,,,,2,,,,2,,,,2,2
56924,80761,,2,2,,,,,,,,2,,,,2,2,,,,2
56925,80762,,,,,,,,,,,2,,,,2,,,,,2
56926,80763,,,,,,,,,,,2,,,,2,,,,,2
56927,80764,,,,,,,,,,,,,,,,,,,,2
56928,80766,,,,,,,,,,,2,,,,,,,,,
56929,80767,,,,,,,,,,,,2,,,,,2,,,
56930,80771,,,,,,,,,,,2,,,,,,,,,
56931,80772,2,,,,,,2,2,,,2,,,2,,2,,,,
56932,80773,,,,,,,,,,,2,2,,,2,,,,,2
56933,80775,,,2,,,,,,,,2,,,2,,,,,,2
56934,80777,,,,,,,,2,,,2,,,,2,2,2,,2,
56935,80779,,,,,,,,,,,2,,,,,,,,,
56936,80780,,,,,,,,,,,2,,,2,,,,,2,
56937,80781,,,,,2,,,,,,,,,2,,,,,,2
56938,80782,,,,,,,,,,,,,,,,,,,,2
56939,80784,,,,,,,,,,,2,,,2,,,,,,
56940,80785,,,,,,,,,,,2,,,,2,,,,,2
56941,80786,,,,,,,,,,,,2,,,,,2,,,2
56942,80788,,,,,,,,,,,2,,,,2,,,,,2
56943,80789,,,,,,,,,,,2,,,,,,,,,
56944,80790,,,,2,,,,,,,,,,,,,,,,
56945,80791,,,,,,,,,,,2,,,2,,,,,,2
56946,80792,,,,,,,,,,,,,,,,,2,,,
56947,80793,,,,,,,,,,,2,,,,,,2,,,2
56948,80796,,,2,,,,,,2,,,,,,,,2,,,
56949,80797,2,,,,,,,,,,,,,,2,,,,,
56950,80798,,,2,,,,,,,,2,,,,,2,,,,
56951,80799,2,,,,,,,,,,,,,,,,,,,2
56952,80800,2,,,,,,2,,,,,,,,,,,,,
56953,80801,,,,2,,,,,,,2,2,,,2,,,,,2
56954,80802,,,,,,,,,,,2,,,2,,,,,,
56955,80803,,,,,,,,,,,,,,,,,,,,2
56956,80804,,,,,,,,,,,2,,,,,,,,,
56957,80806,,,,,,,,,,,2,,,,2,,,,,2
56958,80807,,,,,,,,,,,2,,,,2,,,,,2
56959,80808,,,,,,,,,,,2,,,,,,,,,
56960,80809,,,,,,,,,,,,,,,2,,,,,2
56961,80811,,,,,,,,,,,2,,,,,,,,,2
56962,80813,,,,2,,,,,,,2,,,,2,,,,,
56963,80814,,,,2,,,,,,,2,2,,,,,,,,2
56964,80815,,,,,,,,2,,,,,,,,,,,,
56965,80821,,,,,,,,,,,2,,,,2,,,,2,2
56966,80822,,,2,2,,,,,,,2,,,,2,,,,2,2
56967,80823,,,,2,,,,,,,,,,2,,,,,,
56968,80824,,,,,,,,,,,2,2,,,,,,,,
56969,80826,,,,,,,,,,,2,,,,,,,,,2
56970,80827,,,,2,,,,,,,,,,,2,,,,,2
56971,80828,,,,2,,,,2,,,2,,,,,,2,,,2
56972,80829,,,,,,,,,,,2,,,,2,,,,,2
56973,80830,,2,2,,,,,2,,,2,,,,,,,,2,2
56974,80831,,,,,,,,,,,2,,,2,,,,,,
56975,80832,,,,,,,,,,,,,,,,,,,,2
56976,80834,,,,,,,,,,,2,,,,,,,,2,
56977,80836,,2,,,,,,,,,2,,,,2,,,,,
56978,80837,,,,,,,,,,,2,,,,,,,,,
56979,80838,,,,2,,,,,,,2,2,,,,,,,,
56980,80840,,,,,,,,,,,2,,,,,,,,,2
56981,80844,,,,,,,,,,,,,,,,,,,,2
56982,80845,,,,,,,,,,,,,,,,,,,,2
56983,80847,,,,2,,,,,2,,,,,,,,,,,
56984,80848,,,,,,,,,,,2,,,,2,,,,,2
56985,80849,,,,,2,,,,,,2,2,,2,2,2,,,,2
56986,80850,,,,,,,,,,,,,,,,,,,,2
56987,80852,,,,,2,,,,,,2,2,,,,,,,,
56988,80853,,,,,,,,,,,2,,,,2,,,,,
56989,80856,,,,,,,,,,,,,,,,,,2,,
56990,80857,,,,,,,,,,,2,2,,,,,,,,2
56991,80859,,2,,,,,,,,,2,,,,2,2,,,,2
56992,80860,,,,,,,,,,,,,,,,,,,,2
56993,80861,,,,,,,,,,,,,,,2,,,,,
56994,80862,,,,,,,,2,,,,,,,,2,,,,2
56995,80863,,,,,,,,,,,2,,,,,,2,,,
56996,80864,,,,2,,,,2,,,2,,,,,2,,,,2
56997,80866,,,,,2,,,,2,,,2,,,,,,,,
56998,80867,,,,2,,,,,,,2,2,,,2,,2,,,2
56999,80870,,,,,,,,,,,,,,,,,,,,2
57000,80871,,2,,,,,,,,,,,,2,,,,,,
57001,80872,,,2,,,,,,,,2,,,,,2,,,2,
57002,80873,,,,,,,,,,,,,,,2,,,,,
57003,80874,,,,,,,,,,,2,,,,2,,,,,2
57004,80875,,,2,2,,,,,,,2,,,,2,,,,2,2
57005,80876,,,,2,2,,,,,,2,,,,2,2,,,,2
57006,80879,,,,2,,,,,,,,,,,,,,,,
57007,80880,,,,,,,,,,,2,,,,,,,,,
57008,80881,,,,2,,,,,,,2,,,,2,,,,,2
57009,80882,,,,,,,,,,,,,,,2,,,,,
57010,80883,,,,,,,,,2,,,2,,,,,,,,
57011,80884,,,,,,,,,,,2,,,2,,,,,,
57012,80885,,2,,,,,,,,,2,,,2,2,,,,,2
57013,80887,,,,2,,,,,,,,,,,,,,,,2
57014,80889,,,,,,,,2,,,2,,,,2,,,,,2
57015,80890,,,,2,,,,,,,2,,,,2,,,,,2
57016,80891,,,,,,,,,,,2,,,,,,,,2,
57017,80892,,,,,,,,,,,2,,,,2,,,,2,
57018,80893,,,,,,,,,,,2,2,,,,,,,,
57019,80895,,,,2,,,,,,,,,,,,,,,,
57020,80897,,,,2,,,,,,,,2,,,,,,,2,
57021,80899,,,2,,,,,,,,2,,,,2,,,,,2
57022,80902,,,,,,,,,,,2,,,,,,,,,
57023,80904,,,,,,,,,,,2,,,,2,,,,,2
57024,80906,,,,,,,,,,,,,,,2,,,,,
57025,80907,,,,2,,,,,,2,2,,,2,2,,,,2,2
57026,80908,,,,,,,,,,,,,,,,,,,,2
57027,80911,,,,,2,,,,,,2,,,2,,,,,,
57028,80914,,,,,,,,,,,,,,,,,,,,2
57029,80915,2,,2,,,,2,,,,2,,,,,,,,,
57030,80916,,,2,2,,,,,,,2,,,,2,,,,,2
57031,80917,,,,,,,,,,,2,,,,,,,,2,
57032,80918,,,,,,,,,2,,,2,,,,,2,,,
57033,80919,,,,,,,,,,,2,,,2,,,,,,2
57034,80921,,2,,,,,,,,,2,2,,,,,,,,
57035,80923,,,,,,,,,,,,,,,2,,,,,2
57036,80924,,,,,,,,,,,2,2,,,,,,,,2
57037,80925,,,,2,,,,,,,2,,,,,,,,,2
57038,80926,,,,,,,,,,,,,,,,,,,,
57039,80927,,,,,,,,,,,,,,,,,,,,2
57040,80929,,2,,,,,2,,,,2,,,2,2,,,,2,2
57041,80931,,,,,,,,,,,,,,,,,,,,2
57042,80932,,,,,,,,,,,2,,,,,,,,,
57043,80933,,,,,2,,,2,,,,,,,,2,,,,2
57044,80934,,,,,,,,,,,2,,,,2,,,,,2
57045,80935,,,,,,,,,,,2,,,,,,,,,2
57046,80936,,,,,,,,,,,,,,,,,,,,
57047,80939,,,,,,,,,,,,,,,2,,,,,
57048,80941,,,,2,,,,,,,,,,,,,,,,
57049,80943,,,,,,,,,,,2,2,,,,,,,,2
57050,80946,,,,,,,,,,,,,,,,,,,,2
57051,80949,2,,,,,,,,,,2,,,,2,,,,,2
57052,80951,,,,,,,,,,,,2,,,,,,,,
57053,80952,,,2,,,,,,,,,,,,,,,2,,
57054,80953,,,2,,,,,2,,,2,,,,2,,,,,2
57055,80954,,,,2,,,,,,,,,,,,,,,,
57056,80955,,,,,,,,,,,,,,,,,,,,2
57057,80956,,,,,,,,,,,,,,,,,,,2,
57058,80958,,,,,,,,,,,2,,,,,,,,,2
57059,80960,,,,,,,,,,,2,2,,,2,,,,,2
57060,80962,,,,,,,,,,,2,,,,2,,,,,
57061,80963,,,,,,,,,,,2,,,,,,,,2,2
57062,80964,,,,,,,,,,,2,,,,,,,,2,
57063,80966,,,,2,,,,,,,,,,,,,,,,
57064,80967,,,2,,,,,,,,2,,,,2,,,,,2
57065,80969,,,,,2,,,,,,2,,,2,2,,,,,2
57066,80971,,,,,,,,,,,,,,,,,,,,2
57067,80972,,,,,,,,,,,2,,,,,,,,,2
57068,80973,2,,,,,,,,,,2,,,2,,,,,,2
57069,80974,,,2,,,,,,,,2,,,,2,2,,,,
57070,80975,,,,,,,,,,,,2,,,,,,,,
57071,80977,,2,,,,,,,,,2,2,,,2,,,,2,2
57072,80978,,,,,,,,,,,,,,,2,,,,2,
57073,80979,,,2,2,,,,,,,,,,,,,,2,,
57074,80980,,,,,,,,,,,2,2,,,,,,,,
57075,80982,,,2,2,,,,,,,,,,,2,,,,,
57076,80983,,,,,,,,,,,,,,,,,,,,2
57077,80986,,,,,,,,,,,2,,,,,,,,,2
57078,80988,,,,2,,,,,2,,2,2,,,2,,,,,
57079,80989,,,,,,,,,,,,,,,,,,,,2
57080,80990,,,,,,,,,,,,,,,,,2,,,
57081,80991,,,,,,,,,,,,,,,,,,,,2
57082,80992,2,,,,,,,,,,,,,,,,,,,
57083,80993,,,,2,,,,,,,,,,,,,,,,
57084,80994,,2,,,,,,,,,,,,,,,,,,
57085,80995,,,,,,,,,,,2,,,,2,,,,,2
57086,80996,,2,,,,,,,,,,2,,,,,,,,
57087,80997,,2,,,,,,2,,,2,,,2,2,2,,,,2
57088,80998,,2,,,,,,,,,2,,,,,,,,2,2
57089,81001,,,,,2,2,,,,,2,,2,,,,,,,
57090,81003,,,,2,2,,,,2,,2,,,,2,,,,,2
57091,81005,,,2,,,,,,,,,,,,,,,,,2
57092,81006,,,2,,,,,,,,2,,,,2,,,,2,
57093,81007,,,,2,2,,,,,,2,,,2,,2,,,,2
57094,81010,,,,2,,,,2,,,2,,,,2,,,,2,2
57095,81011,,2,,,,,,,,,2,,,,2,,,,,2
57096,81014,,,,2,,,,,2,,2,,,,2,,,,,2
57097,81015,,,2,,,,,,,,2,2,,,2,,,,,
57098,81016,,,,,,,,,,,2,,,,,,,,,
57099,81017,,,2,,,,,,,,,,2,,,,,,,2
57100,81018,,,,2,2,,,,2,,2,2,,,2,2,,,2,2
57101,81019,,,,,,,,,,,2,,,,2,,,,,
57102,81020,,,,,,,,,,,2,,,2,2,,,,,2
57103,81022,,,,2,,,,,,,2,2,,,2,2,,,,
57104,81023,,,,2,,,,,,,,2,,,,,,,,
57105,81024,,,,,,,,,,,,,,,2,,,,,
57106,81026,,,,,,,,,,,2,,,,2,,,,,2
57107,81027,,,,2,,,,,,,2,,,,2,2,,,,2
57108,81028,,2,,,,,2,,,,2,,,,2,,,,,2
57109,81029,,,,,2,,,,,,2,,,,,2,,,,2
57110,81030,,,,,,,,,,,2,,,,2,,,,,2
57111,81031,,,,,,,,,,,2,,,,2,,,,,
57112,81032,,,,,,,,,,,,,,,2,,,,,
57113,81033,,,,,,,,,,,2,,,,,,,,2,2
57114,81035,,,,,,,,,,,2,,,,,,,,,2
57115,81037,,,,2,,,,,2,,2,,,,,,,,,
57116,81038,,,,,,,,,,,2,,,,,,,,2,
57117,81039,,,,,,,,,,,2,,,,,,,,,
57118,81040,,,,2,,,,,,,,,,,,,,,,
57119,81042,,,,,,,,,,,2,,,,2,,,,,
57120,81043,,,,,,,,,,,,,,,,,,,,2
57121,81044,,2,,,,,,,,,,,,,,,,,,2
57122,81045,,,,2,,,,,,,2,,,2,2,2,,2,2,2
57123,81046,,2,,2,2,2,,,,,2,2,,,,,2,2,2,
57124,81048,2,,,,,,,,,,,,,,,,,,,
57125,81049,,,,,,,,,,,2,,,,2,,,,2,2
57126,81050,,,,2,,,,,,,2,,,,,,,,,
57127,81051,,,,,,,,,,,2,,,,,,2,,,
57128,81052,,,,,,,,,,,,,,,2,,,,2,2
57129,81053,,,,2,,,,,,,,,,,,,,,,2
57130,81054,2,,,,,,,,,,2,,,,,,,,,
57131,81055,,,,,,,,,2,,2,,,,,,,,,2
57132,81056,,,2,2,,,,,,,2,,,,2,2,,,2,2
57133,81059,,,,,,,,,,,2,,,2,,,,,,
57134,81060,,,,,,,,,,,2,,,,,,,,,2
57135,81062,,,,,,,,,,,2,,,,,,,,,
57136,81064,,,,,,,,,,,,,,,,,,,2,2
57137,81065,,,2,2,,,,,,,2,,,,2,,,,,2
57138,81067,,,,,,,,,,,2,,,,2,,,,,2
57139,81069,,2,,,2,,2,,,2,,,,,2,,,,,
57140,81070,,,2,2,,,,,,,2,,,,2,,,,,2
57141,81072,,,,,,,,,,,2,,,,,,,,,
57142,81076,,,,,,,,,,,,,,,,,,,,
57143,81077,,,,,,,,,,,,,,,,,,,,
57144,81078,,,,,,,,,,,2,,,,,,,,,2
57145,81080,,,,2,,,,,,,2,,,,2,,,,,
57146,81081,2,,,,,,,,,,2,,,,,,,,,
57147,81082,,,,,,,,,,,,,,2,,,2,2,,2
57148,81083,,,,2,,,,,,,,,,,,,,,,
57149,81084,,,,,,,,2,2,,,,,,,,2,,,
57150,81087,,,,,2,,,2,,,2,,,2,2,,,,,2
57151,81089,,,,2,,,,,,,2,,,,2,,,,2,2
