Respondent,amazon echo,android,apple watch or apple tv,arduino,aws,azure,drupal,esp8266,firebase,gaming console,google cloud platform/app engine,google home,heroku,ibm cloud or watson,ios,linux,mac os,mainframe,predix,raspberry pi,salesforce,serverless,sharepoint,windows desktop or server,windows phone,wordpress
54753,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54754,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,
54755,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,
54757,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54759,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
54761,,,,,,,,,,,,,,,,,,,,,,,,,,
54764,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,
54766,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
54768,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,
54769,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
54770,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
54772,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,
54773,,,,,,,,,,,,,,,,,,,,,,,,,,
54774,,,,,,,,,,,,,,,,,,,,,,,,,,
54775,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,
54776,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
54777,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54779,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,
54781,,,,,,,,,,,,,,,,,,,,,,,,,,
54782,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54783,,,,,,,,,,,,,,,,,,,,,,,,,,
54784,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,
54785,,,,,,,,,,,,,,,,,,,,,,,,,,
54786,,,,,,,,,,,,,,,,,,,,,,,,,,
54787,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0
54788,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54789,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,
54790,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54792,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54793,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,
54794,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
54795,,,,,,,,,,,,,,,,,,,,,,,,,,
54796,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,
54797,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54798,,,,,,,,,,,,,,,,,,,,,,,,,,
54799,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
54800,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,
54801,,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,
54802,,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,
54803,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54805,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
54806,,,,,,,,,,,,,,,,,,,,,,,,,,
54807,,,,,,,,,,,,,,,,,,,,,,,,,,
54808,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54809,,,,,,,,,,,,,,,,,,,,,,,,,,
54810,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54811,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54812,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
54813,,1.0,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,
54814,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
54815,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54816,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54817,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54818,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,
54819,,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,
54820,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
54821,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54822,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
54824,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,1.0,,
54825,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
54827,,,,,,,,,,,,,,,,,,,,,,,,,,
54830,,,,,,,,,,,,,,,,,,,,,,,,,,
54831,,,,,,,,,,,,,,,,,,,,,,,,,,
54832,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,
54833,,,,,,,,,,,,,,,,,,,,,,,,,,
54834,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,
54835,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0
54836,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54837,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,
54838,,,,,,,,,,,,,,,,,,,,,,,,,,
54840,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
54842,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54843,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
54844,,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,
54845,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0
54846,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
54847,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,
54849,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,
54852,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54853,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,
54854,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54855,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
54856,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
54857,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,
54859,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,1.0
54860,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
54861,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
54862,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,
54864,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,
54865,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54866,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54867,,,,,,,,,,,,,,,,,,,,,,,,,,
54868,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54869,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
54870,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
54871,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0
54873,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,
54874,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54876,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,
54877,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
54878,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
54880,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54881,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
54882,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54885,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,
54886,,,,,,,,,,,,,,,,,,,,,,,,,,
54887,,,,,,,,,,,,,,,,,,,,,,,,,,
54888,,,,,,,,,,,,,,,,,,,,,,,,,,
54889,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,
54890,,,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,
54894,,,,,,,,,,,,,,,,,,,,,,,,,,
54895,,,,,,,,,,,,,,,,,,,,,,,,,,
54896,,,,,,,,,,,,,,,,,,,,,,,,,,
54898,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54901,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,
54903,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
54904,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54905,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54906,,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0
54909,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54910,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54911,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
54912,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54913,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54914,,,,,,,,,,,,,,,,,,,,,,,,,,
54915,,,,,,,,,,,,,,,,,,,,,,,,,,
54916,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,,1.0,
54917,,,,,,,,,,,,,,,,,,,,,,,,,,
54919,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54920,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,
54921,,,,,,,,,,,,,,,,,,,,,,,,,,
54922,,1.0,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
54923,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54925,,,,,,,,,,,,,,,,,,,,,,,,,,
54926,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,
54927,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
54928,,,,,,,,,,,,,,,,,,,,,,,,,,
54930,,,,,,,,,,,,,,,,,,,,,,,,,,
54933,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54934,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,
54936,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
54937,,,,,,,,,,,,,,,,,,,,,,,,,,
54939,,,,,,,,,,,,,,,,,,,,,,,,,,
54941,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54944,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0
54945,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
54947,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
54949,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
54950,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54951,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
54952,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
54953,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
54954,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
54955,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
54956,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
54957,,,,,,,,,,,,,,,,,,,,,,,,,,
54958,,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,
54961,,,,,,,,,,,,,,,,,,,,,,,,,,
54965,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54968,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
54970,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
54971,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0
54972,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0
54973,,,,,,,,,,,,,,,,,,,,,,,,,,
54974,,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,
54976,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
54977,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
54978,,,,,,,,,,,,,,,,,,,,,,,,,,
54979,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54980,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
54982,,,,,,,,,,,,,,,,,,,,,,,,,,
54983,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,
54984,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
54985,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0
54987,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54988,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
54989,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,
54990,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,
54991,,,,,,,,,,,,,,,,,,,,,,,,,,
54992,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0
54993,,,,,,,,,,,,,,,,,,,,,,,,,,
54994,,,,,,,,,,,,,,,,,,,,,,,,,,
54996,,,,,,,,,,,,,,,,,,,,,,,,,,
54997,,,,,,,,,,,,,,,,,,,,,,,,,,
54999,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55000,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
55001,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
55002,,,,,,,,,,,,,,,,,,,,,,,,,,
55003,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,
55005,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,
55006,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
55007,,,,,,,,,,,,,,,,,,,,,,,,,,
55008,,,,,,,,,,,,,,,,,,,,,,,,,,
55009,,,,,,,,,,,,,,,,,,,,,,,,,,
55010,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
55011,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,
55012,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,
55013,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55015,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
55016,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,
55018,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,,
55019,,,,,,,,,,,,,,,,,,,,,,,,,,
55020,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
55021,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55022,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
55023,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,1.0
55024,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
55026,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55027,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
55028,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,
55029,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
55030,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
55031,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55032,,,,,,,,,,,,,,,,,,,,,,,,,,
55033,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55035,,,,,,,,,,,,,,,,,,,,,,,,,,
55037,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
55038,,,,,,,,,,,,,,,,,,,,,,,,,,
55039,,,,,,,,,,,,,,,,,,,,,,,,,,
55041,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
55043,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,
55044,,,,,,,,,,,,,,,,,,,,,,,,,,
55045,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0
55047,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,
55048,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55049,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,
55050,,,,,,,,,,,,,,,,,,,,,,,,,,
55051,,,,,,,,,,,,,,,,,,,,,,,,,,
55053,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,
55055,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
55058,,,,,,,,,,,,,,,,,,,,,,,,,,
55059,1.0,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,
55060,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
55061,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
55062,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
55063,,,1.0,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,
55064,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
55065,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
55068,,,,,,,,,,,,,,,,,,,,,,,,,,
55072,,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,
55073,,,,,,,,,,,,,,,,,,,,,,,,,,
55074,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
55076,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,
55077,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
55078,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,
55079,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
55081,,,,,,,,,,,,,,,,,,,,,,,,,,
55082,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,
55085,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
55086,,,,,,,,,,,,,,,,,,,,,,,,,,
55087,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
55088,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
55089,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,
55090,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
55095,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
55097,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55098,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
55101,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0
55102,,,,,,,,,,,,,,,,,,,,,,,,,,
55103,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
55107,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55110,,,,,,,,,,,,,,,,,,,,,,,,,,
55112,,,,,,,,,,,,,,,,,,,,,,,,,,
55114,,,,,,,,,,,,,,,,,,,,,,,,,,
55115,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
55116,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55117,1.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0
55119,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
55120,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
55122,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
55123,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
55124,,,,,,,,,,,,,,,,,,,,,,,,,,
55125,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0
55126,,,,,,,,,,,,,,,,,,,,,,,,,,
55127,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55128,,,,,,,,,,,,,,,,,,,,,,,,,,
55129,,,,,,,,,,,,,,,,,,,,,,,,,,
55130,,,,,,,,,,,,,,,,,,,,,,,,,,
55134,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
55135,,,,,,,,,,,,,,,,,,,,,,,,,,
55136,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,
55137,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0
55138,,,,,,,,,,,,,,,,,,,,,,,,,,
55139,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
55140,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,1.0,,
55141,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
55144,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,
55146,,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,
55147,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
55148,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
55151,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
55152,,,,,,,,,,,,,,,,,,,,,,,,,,
55153,,,,,,,,,,,,,,,,,,,,,,,,,,
55154,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
55155,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,
55156,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0
55161,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
55162,,,,,,,,,,,,,,,,,,,,,,,,,,
55166,,,,,,,,,,,,,,,,,,,,,,,,,,
55168,,,,,,,,,,,,,,,,,,,,,,,,,,
55172,,,,,,,,,,,,,,,,,,,,,,,,,,
55173,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
55174,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,,
55175,,,,,,,,,,,,,,,,,,,,,,,,,,
55177,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
55178,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,
55179,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
55180,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
55181,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
55182,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,
55184,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,
55185,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,
55187,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,
55190,,,,,,,,,,,,,,,,,,,,,,,,,,
55191,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
55194,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,
55195,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55196,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
55197,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
55199,,,,,,,,,,,,,,,,,,,,,,,,,,
55200,,,,,,,,,,,,,,,,,,,,,,,,,,
55202,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
55203,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55204,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,
55205,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,1.0
55206,,,,,,,,,,,,,,,,,,,,,,,,,,
55207,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0
55208,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
55212,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,
55214,,,,,,,,,,,,,,,,,,,,,,,,,,
55215,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
55216,,,,,,,,,,,,,,,,,,,,,,,,,,
55217,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
55218,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
55219,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
55220,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,
55223,,,,,,,,,,,,,,,,,,,,,,,,,,
55224,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
55226,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,
55227,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55228,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
55229,,,,,,,,,,,,,,,,,,,,,,,,,,
55230,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
55231,,,,,,,,,,,,,,,,,,,,,,,,,,
55232,,,,,,,,,,,,,,,,,,,,,,,,,,
55233,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,1.0
55234,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
55236,,,,,,,,,,,,,,,,,,,,,,,,,,
55239,,,,,,,,,,,,,,,,,,,,,,,,,,
55240,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
55243,,,,,,,,,,,,,,,,,,,,,,,,,,
55245,,,,,,,,,,,,,,,,,,,,,,,,,,
55246,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
55247,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,
55248,,,,,,,,,,,,,,,,,,,,,,,,,,
55251,,,,,,,,,,,,,,,,,,,,,,,,,,
55253,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
55254,,,,,,,,,,,,,,,,,,,,,,,,,,
55257,,,,,,,,,,,,,,,,,,,,,,,,,,
55260,,,,,,,,,,,,,,,,,,,,,,,,,,
55262,,,,,,,,,,,,,,,,,,,,,,,,,,
55264,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
55265,,,,,,,,,,,,,,,,,,,,,,,,,,
55267,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
55269,,,,,,,,,,,,,,,,,,,,,,,,,,
55270,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
55271,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
55272,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,
55274,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
55276,,,,,,,,,,,,,,,,,,,,,,,,,,
55277,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0
55278,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55280,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
55281,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
55282,,,,,,,,,,,,,,,,,,,,,,,,,,
55283,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0
55284,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
55285,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
55286,,,,,,,,,,,,,,,,,,,,,,,,,,
55287,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
55288,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
55289,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
55291,,,,,,,,,,,,,,,,,,,,,,,,,,
55292,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
55297,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
55299,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55300,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
55301,,,,,,,,,,,,,,,,,,,,,,,,,,
55302,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
55303,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
55304,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0
55306,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
55308,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
